followers,following,posts,verified,bio,profile_pic,username_length,username_digits,ratio,fake
27912,15510,4484,1,1,1,15,0,1.8,0
45443,24485,1062,1,1,1,16,0,1.86,0
8012,91,4961,1,0,1,14,4,88.04,0
42281,28595,4175,1,0,0,16,0,1.48,0
26430,14860,1069,1,1,0,16,2,1.78,0
9158,9748,2016,0,1,0,13,1,0.94,0
23457,29524,3701,1,1,0,11,3,0.79,0
38829,17976,2504,1,1,1,8,3,2.16,0
39587,20041,3826,1,0,1,11,0,1.98,0
25192,33301,4099,1,0,0,10,3,0.76,0
37860,45048,1685,1,1,0,9,5,0.84,0
49403,21655,2469,0,0,0,16,1,2.28,0
12255,20937,2323,1,0,0,11,0,0.59,0
4285,34049,2849,0,1,1,15,0,0.13,0
49384,45608,4588,0,1,1,14,1,1.08,0
3302,12148,3606,0,1,0,11,4,0.27,0
21866,10229,3352,1,0,1,10,1,2.14,0
11014,26859,4597,0,0,0,13,1,0.41,0
44390,29523,3481,1,0,1,14,2,1.5,0
21697,3950,4322,1,1,0,5,0,5.49,0
25738,29640,511,0,1,0,15,0,0.87,0
8045,17500,1261,1,0,1,5,2,0.46,0
38904,394,462,0,1,0,9,0,98.74,0
37900,15121,583,1,1,0,15,0,2.51,0
22030,48193,1993,0,0,0,7,2,0.46,0
145,20430,2097,1,0,1,13,3,0.01,0
28823,12479,2905,1,1,1,8,5,2.31,0
31494,34333,4243,0,1,0,14,4,0.92,0
37844,23632,1526,0,1,0,17,1,1.6,0
9781,19997,2374,1,0,0,19,5,0.49,0
46469,4860,2979,0,1,1,12,2,9.56,0
31694,6343,4858,0,1,0,14,2,5.0,0
19810,43622,3965,0,0,1,17,2,0.45,0
30699,30608,1782,0,1,1,17,3,1.0,0
1029,615,1226,0,1,0,10,1,1.67,0
28330,25289,2734,1,0,0,15,5,1.12,0
47204,21339,4201,1,0,0,11,1,2.21,0
7633,48190,2763,0,1,1,15,1,0.16,0
18637,10841,2714,1,1,1,17,3,1.72,0
23363,22197,1346,0,0,1,10,0,1.05,0
11250,13441,4904,0,1,0,16,4,0.84,0
33518,12140,2014,1,0,0,13,4,2.76,0
29719,49795,3250,1,0,0,18,2,0.6,0
2861,8446,1318,0,0,0,20,1,0.34,0
12038,35293,1930,1,1,0,6,1,0.34,0
2040,17237,2378,0,0,1,12,0,0.12,0
8834,15166,1472,1,0,1,16,5,0.58,0
35775,42979,3236,0,1,1,9,3,0.83,0
9903,253,2134,1,1,1,16,2,39.14,0
36488,40657,2906,0,0,1,9,0,0.9,0
20613,36150,3775,1,1,0,7,1,0.57,0
2417,16126,4648,0,1,0,11,0,0.15,0
16721,38192,353,0,0,1,7,5,0.44,0
20072,24088,2044,0,1,1,17,2,0.83,0
35511,48174,3717,1,0,1,11,0,0.74,0
37571,33689,559,1,0,0,7,3,1.12,0
5863,11804,3625,1,1,1,11,4,0.5,0
23681,27657,1178,1,1,1,9,0,0.86,0
41469,46334,1356,0,1,0,12,3,0.9,0
5579,4035,4848,1,1,0,16,1,1.38,0
944,35240,3222,1,1,0,11,2,0.03,0
26541,11360,455,1,0,0,11,2,2.34,0
30013,19385,2309,0,1,1,13,1,1.55,0
10675,5865,2032,1,1,1,16,0,1.82,0
34220,14227,4402,1,0,1,7,1,2.41,0
26135,44728,4078,0,0,1,8,1,0.58,0
14841,35754,148,0,1,0,7,5,0.42,0
16595,37146,4349,0,1,1,16,5,0.45,0
1972,7959,4575,0,1,0,17,3,0.25,0
25606,2028,2346,0,1,1,15,4,12.63,0
5696,21964,3216,1,1,0,7,3,0.26,0
19229,46584,4994,0,1,0,7,3,0.41,0
9933,25085,461,1,0,0,13,5,0.4,0
33939,28805,4243,1,1,0,20,1,1.18,0
17667,24133,3780,0,1,1,16,4,0.73,0
20292,44153,3943,1,0,1,9,3,0.46,0
10420,46309,678,0,0,0,18,4,0.23,0
4881,39989,4927,1,0,1,13,3,0.12,0
710,43990,3058,0,1,0,5,4,0.02,0
42350,42930,928,1,1,1,7,4,0.99,0
41384,951,2813,1,0,0,6,2,43.52,0
20752,4846,1365,1,0,0,17,2,4.28,0
14813,45695,4329,1,0,1,20,2,0.32,0
1096,46481,1304,1,0,1,7,2,0.02,0
40657,28913,4578,0,1,0,15,2,1.41,0
5142,48779,1814,1,0,1,6,5,0.11,0
11915,5227,2945,0,0,0,19,2,2.28,0
7332,13932,1,0,1,0,14,5,0.53,0
11460,23217,3173,0,1,0,16,3,0.49,0
740,14682,4851,1,0,1,20,2,0.05,0
12881,45679,4857,1,1,1,18,5,0.28,0
43967,9944,116,1,1,1,11,5,4.42,0
36225,41614,1711,1,0,0,11,4,0.87,0
18166,26888,886,1,1,1,15,3,0.68,0
20324,4070,3148,0,0,0,6,0,4.99,0
27822,19831,4673,0,1,1,11,2,1.4,0
4996,10390,2751,1,0,0,18,2,0.48,0
13214,42692,3497,0,1,1,15,0,0.31,0
22021,3879,4896,1,1,1,11,3,5.68,0
578,22452,2015,1,0,1,19,3,0.03,0
34958,27728,4549,1,1,0,13,3,1.26,0
40751,21620,2430,1,0,0,17,3,1.88,0
28155,571,1740,0,0,1,19,5,49.31,0
38933,36519,2140,0,0,1,12,1,1.07,0
43551,26554,1490,1,0,0,20,4,1.64,0
49624,34361,3371,0,1,0,6,5,1.44,0
49881,19367,1323,1,0,0,13,2,2.58,0
24080,34863,785,1,0,1,18,0,0.69,0
24766,6739,876,0,0,0,17,5,3.68,0
12249,38431,1648,1,0,0,17,2,0.32,0
35124,28743,2633,1,1,0,13,2,1.22,0
46374,32035,1138,1,1,1,7,1,1.45,0
830,47846,4107,0,0,0,12,0,0.02,0
49171,40638,4790,1,1,1,11,1,1.21,0
20174,20908,4301,0,0,1,20,0,0.96,0
44923,45858,2424,1,0,0,14,5,0.98,0
15058,18461,2100,0,0,0,16,2,0.82,0
9504,40649,4653,1,1,1,6,0,0.23,0
5226,44608,703,1,0,1,20,5,0.12,0
41734,44434,3176,0,0,0,6,2,0.94,0
44199,5274,4419,0,0,1,6,3,8.38,0
43650,38246,973,0,1,1,17,2,1.14,0
7178,23504,154,1,1,0,18,3,0.31,0
43734,1972,2789,0,0,1,5,0,22.18,0
33525,15436,2255,1,0,1,19,4,2.17,0
44815,22256,290,1,0,0,17,5,2.01,0
40075,22245,1351,1,1,0,16,1,1.8,0
47241,4069,4314,0,1,1,11,4,11.61,0
31365,3211,1517,1,0,1,5,4,9.77,0
42764,28494,29,0,1,1,11,2,1.5,0
24796,28497,1989,1,1,1,11,5,0.87,0
2060,19965,3326,1,1,1,20,3,0.1,0
11629,5488,806,0,1,1,15,2,2.12,0
40923,29361,4279,1,1,0,12,5,1.39,0
982,12989,2085,1,1,0,10,4,0.08,0
27618,47014,983,0,0,0,12,2,0.59,0
33534,38730,823,1,0,1,7,5,0.87,0
18049,3179,4207,0,1,0,5,5,5.68,0
14530,41453,487,1,0,0,15,4,0.35,0
30022,42990,3006,0,1,0,6,1,0.7,0
47437,30707,3621,0,1,1,15,3,1.54,0
40602,17486,212,0,0,1,13,0,2.32,0
43553,6270,325,1,1,0,13,2,6.95,0
35966,41740,2729,1,1,0,11,0,0.86,0
22204,9187,1566,1,1,0,12,3,2.42,0
7553,8660,2873,0,0,0,14,0,0.87,0
46536,18176,1065,0,1,0,6,2,2.56,0
5252,45243,95,1,0,1,5,0,0.12,0
9815,35950,4325,0,1,1,13,0,0.27,0
24536,8612,1961,1,0,0,6,3,2.85,0
22339,23337,4382,0,1,1,16,3,0.96,0
41353,1566,4272,1,1,0,16,0,26.41,0
23464,49456,4612,0,0,0,12,3,0.47,0
14546,23520,439,0,1,1,8,3,0.62,0
45081,34182,3559,0,1,1,19,5,1.32,0
32160,26210,3943,1,0,1,8,4,1.23,0
33541,1614,2626,1,0,0,15,1,20.78,0
21600,48264,1406,1,1,0,9,1,0.45,0
45602,13431,4255,0,0,1,7,2,3.4,0
46718,45620,3573,1,0,1,13,4,1.02,0
38590,21289,2465,1,1,0,16,2,1.81,0
34980,1887,1781,1,1,0,6,5,18.54,0
2616,47234,1599,1,0,0,11,3,0.06,0
42320,46736,1540,1,1,1,14,1,0.91,0
9138,15840,592,1,0,0,20,2,0.58,0
16887,25796,3635,1,1,0,9,1,0.65,0
24734,8752,3137,1,0,1,11,0,2.83,0
43187,12527,48,0,1,1,13,3,3.45,0
41993,25939,1843,0,0,1,13,5,1.62,0
49314,27961,4683,0,0,0,19,2,1.76,0
19442,39622,1523,0,0,0,16,2,0.49,0
30878,13218,2083,0,1,1,8,0,2.34,0
44425,22924,286,1,0,1,20,0,1.94,0
8921,25325,3637,1,0,0,16,1,0.35,0
605,36993,4702,1,0,0,13,1,0.02,0
4003,45380,2289,1,1,1,11,3,0.09,0
15591,30136,1956,0,0,1,7,0,0.52,0
3333,5893,2618,0,0,0,18,4,0.57,0
18058,2119,3450,1,1,0,19,2,8.52,0
4688,38277,4869,0,1,0,6,1,0.12,0
15461,11927,2286,1,0,1,10,5,1.3,0
13161,19183,1834,0,1,1,20,0,0.69,0
24451,39697,4781,1,0,0,7,2,0.62,0
44400,8065,3330,1,1,0,10,1,5.51,0
22160,6686,2827,0,0,1,19,4,3.31,0
35464,41579,2029,1,0,0,9,4,0.85,0
11238,30857,4794,1,1,0,12,4,0.36,0
4897,28400,2966,0,1,1,6,3,0.17,0
19812,15214,4825,0,1,0,16,5,1.3,0
18572,23980,849,0,0,1,8,2,0.77,0
11120,21627,3690,0,1,0,5,5,0.51,0
12072,37105,3259,1,1,0,17,2,0.33,0
30245,1718,4343,1,1,0,19,4,17.6,0
25510,43827,2195,0,0,0,9,5,0.58,0
28971,47853,51,1,0,1,15,4,0.61,0
28899,46282,64,1,1,0,9,3,0.62,0
18700,11864,4482,0,1,0,16,5,1.58,0
37665,22842,4939,0,1,1,15,3,1.65,0
49669,14142,4964,1,0,1,14,3,3.51,0
20026,34822,2295,0,0,0,14,5,0.58,0
45847,49955,1037,0,0,0,12,5,0.92,0
41862,7022,4367,0,1,1,6,4,5.96,0
13598,23719,4236,0,0,0,13,3,0.57,0
24929,21820,1826,1,1,1,16,5,1.14,0
49485,3959,2424,1,0,0,20,5,12.5,0
39701,20159,1424,1,1,0,7,4,1.97,0
48515,28109,572,1,0,1,10,0,1.73,0
49291,30997,4864,0,1,0,12,4,1.59,0
14492,42803,4775,1,0,1,19,0,0.34,0
2275,29702,1492,1,1,0,17,5,0.08,0
44098,36443,4455,0,1,0,8,3,1.21,0
43199,3461,2798,1,0,0,10,4,12.48,0
18645,47138,191,1,0,1,18,3,0.4,0
44330,5505,1859,1,1,1,14,4,8.05,0
21929,31339,1594,0,0,0,14,4,0.7,0
18847,16348,3225,0,1,0,10,5,1.15,0
35204,18318,3121,1,1,1,20,5,1.92,0
524,48281,4320,1,0,1,20,0,0.01,0
35640,10433,4266,1,1,1,8,0,3.42,0
42070,43013,846,1,1,1,19,5,0.98,0
16688,35337,2262,1,1,0,19,1,0.47,0
5125,9909,1142,0,0,1,8,5,0.52,0
27425,49059,3203,0,0,0,15,1,0.56,0
28722,11933,3814,0,0,1,8,2,2.41,0
24499,16326,4774,0,1,1,18,0,1.5,0
32728,26958,3998,0,0,0,18,5,1.21,0
11962,41961,2357,0,1,0,19,4,0.29,0
15468,9065,315,0,0,0,17,0,1.71,0
48076,12640,2688,1,1,0,14,2,3.8,0
14264,40802,1583,0,0,1,18,4,0.35,0
41701,4229,120,1,1,0,7,1,9.86,0
47118,18886,1630,1,0,1,13,0,2.49,0
23674,27467,3561,0,1,0,17,5,0.86,0
34692,33255,2876,0,0,0,18,4,1.04,0
41447,26496,1529,1,0,0,12,4,1.56,0
9539,39096,2535,1,1,0,19,1,0.24,0
1529,5858,1004,1,0,1,13,3,0.26,0
41474,18980,1340,1,0,0,10,3,2.19,0
20135,45596,1499,1,1,0,14,4,0.44,0
34943,33535,391,1,1,1,11,2,1.04,0
39138,15634,4431,1,0,0,20,3,2.5,0
40845,48292,3827,1,0,0,6,0,0.85,0
23441,38178,2231,1,0,0,13,0,0.61,0
12422,24034,3384,0,1,0,20,1,0.52,0
46408,8932,1259,0,0,1,8,5,5.2,0
48790,4068,326,1,0,1,15,3,11.99,0
16186,20769,4112,0,0,0,10,3,0.78,0
43317,26252,2393,0,0,1,11,5,1.65,0
9886,31768,4815,1,1,1,5,4,0.31,0
21850,7685,4030,1,1,1,11,2,2.84,0
46703,21194,3547,0,0,0,14,2,2.2,0
42976,33917,2189,0,0,1,12,1,1.27,0
49735,17576,4983,1,1,0,5,3,2.83,0
14891,31346,4727,1,0,1,5,0,0.48,0
40615,25574,2135,0,0,0,20,3,1.59,0
21294,17722,4692,0,0,1,16,4,1.2,0
41643,20546,2727,0,0,1,16,1,2.03,0
14416,24222,2789,1,1,0,16,2,0.6,0
46974,26828,860,1,1,1,5,0,1.75,0
32800,46475,24,0,0,1,20,5,0.71,0
33845,27698,1569,0,0,0,11,2,1.22,0
13560,12042,4332,1,1,1,9,4,1.13,0
18941,29899,1929,1,1,1,8,3,0.63,0
49270,23463,653,0,0,1,13,4,2.1,0
17057,41594,2292,0,1,0,9,3,0.41,0
47740,42736,1274,0,1,0,16,2,1.12,0
22851,37382,760,0,1,0,15,1,0.61,0
5587,10053,1209,1,1,1,14,2,0.56,0
3503,14082,4505,1,0,1,5,0,0.25,0
11721,4339,1776,0,0,1,7,2,2.7,0
48242,13806,2583,1,0,0,10,3,3.49,0
22652,18697,1691,0,1,0,16,3,1.21,0
25729,49666,1470,0,0,0,10,5,0.52,0
15984,37531,1121,0,1,0,8,0,0.43,0
12687,21463,4106,1,0,1,9,4,0.59,0
46550,11606,1217,1,1,1,12,4,4.01,0
29230,23041,4284,1,0,0,19,2,1.27,0
43297,31307,3090,0,1,0,7,2,1.38,0
48767,14867,2226,1,0,1,20,5,3.28,0
406,28930,3196,0,0,1,10,3,0.01,0
20508,11877,4433,0,1,1,16,5,1.73,0
7585,45035,3822,0,0,0,7,4,0.17,0
30847,37880,4494,0,1,1,11,4,0.81,0
22709,12449,667,1,0,0,13,5,1.82,0
48491,44269,4718,1,0,1,10,0,1.1,0
24929,31271,2198,1,0,0,18,4,0.8,0
44118,21524,2869,0,0,1,18,2,2.05,0
47010,5193,2932,0,1,1,16,4,9.05,0
29699,11794,66,0,0,0,13,2,2.52,0
46775,10400,3828,0,1,0,14,3,4.5,0
21507,44325,2028,0,1,1,10,5,0.49,0
38665,25203,554,1,1,1,14,2,1.53,0
32119,13745,380,0,0,1,8,1,2.34,0
26770,21403,2211,1,0,1,20,4,1.25,0
16358,42711,4247,1,1,1,18,2,0.38,0
16933,23511,3265,0,0,0,10,1,0.72,0
7919,17037,3589,1,1,1,5,0,0.46,0
18292,35214,1465,0,1,0,9,4,0.52,0
17455,24975,2584,1,0,1,6,2,0.7,0
16499,49055,981,1,0,0,9,1,0.34,0
37361,39411,1138,1,0,1,19,3,0.95,0
40138,24187,3004,0,0,1,20,3,1.66,0
38690,32059,4824,0,1,1,17,2,1.21,0
49816,47532,397,0,0,1,11,0,1.05,0
12264,32908,1523,0,0,1,5,2,0.37,0
4263,40182,778,0,1,0,16,4,0.11,0
41351,19286,2675,1,0,0,14,1,2.14,0
21218,21465,1968,0,1,0,18,1,0.99,0
12335,32391,3334,1,1,0,16,4,0.38,0
46766,34763,779,0,1,0,5,4,1.35,0
3097,48092,288,1,1,0,20,4,0.06,0
13792,45088,1949,1,0,0,11,5,0.31,0
31512,35760,3521,1,0,1,11,2,0.88,0
40939,29186,3423,0,1,0,15,1,1.4,0
25913,856,2510,1,0,1,8,2,30.27,0
37258,4497,1326,1,0,0,16,2,8.29,0
31034,48387,249,1,0,1,17,4,0.64,0
20735,7005,611,1,1,1,6,4,2.96,0
11433,17104,4200,1,0,1,20,5,0.67,0
41651,26316,1056,1,0,1,13,1,1.58,0
2271,39922,90,0,1,0,10,5,0.06,0
11441,18613,2517,1,1,0,10,4,0.61,0
43607,41513,3165,0,0,1,17,5,1.05,0
48833,49410,2018,0,0,1,15,0,0.99,0
10523,36413,2888,0,0,1,18,0,0.29,0
37326,14004,2261,0,1,0,7,1,2.67,0
750,45114,767,0,1,1,8,2,0.02,0
17791,16564,4140,0,1,1,10,1,1.07,0
25583,13032,3269,1,1,1,10,1,1.96,0
28027,32078,2912,1,1,0,6,5,0.87,0
35339,4126,1941,0,1,1,6,2,8.56,0
45953,5697,3388,0,1,1,16,1,8.07,0
5835,17664,3976,0,1,0,8,1,0.33,0
39823,23674,3089,1,0,1,12,5,1.68,0
38967,27853,4311,1,1,1,14,5,1.4,0
2683,28552,1269,1,1,0,17,1,0.09,0
4826,49014,3178,0,1,0,7,4,0.1,0
31206,1853,1690,1,1,0,6,0,16.84,0
28928,41849,269,1,0,1,13,3,0.69,0
26005,29424,158,1,1,0,5,1,0.88,0
38586,47134,336,1,1,0,20,4,0.82,0
16629,26595,1665,0,0,0,7,3,0.63,0
18075,17129,1818,0,0,1,13,0,1.06,0
9863,11742,2215,0,0,0,17,2,0.84,0
3864,36790,2402,1,0,0,15,4,0.11,0
6355,26779,4938,1,1,0,11,5,0.24,0
37417,4833,2254,1,1,1,6,4,7.74,0
34527,10310,2235,1,0,1,5,4,3.35,0
43552,26371,4251,0,0,0,5,0,1.65,0
12548,36373,85,1,1,1,6,5,0.34,0
18243,42468,3718,1,0,0,8,0,0.43,0
40726,33994,2172,1,0,0,10,3,1.2,0
20912,25079,1901,0,1,0,5,1,0.83,0
16253,26862,2103,0,1,1,15,4,0.61,0
45470,38248,591,0,0,1,17,3,1.19,0
30948,10131,1590,1,0,0,13,3,3.05,0
38875,1404,4514,0,1,0,10,1,27.69,0
43315,8444,2574,0,0,1,11,4,5.13,0
34422,4106,3123,0,0,1,18,4,8.38,0
15174,25518,4431,0,0,0,20,1,0.59,0
34598,28867,4428,1,1,0,13,0,1.2,0
18733,23675,497,1,1,0,11,0,0.79,0
34035,15577,4609,1,0,0,5,2,2.18,0
45745,3451,2990,0,1,1,11,0,13.26,0
28053,26427,2274,1,0,0,6,4,1.06,0
29977,10370,2058,0,0,0,15,1,2.89,0
32329,22923,5,0,0,0,18,5,1.41,0
45624,16428,4858,0,1,1,12,1,2.78,0
38171,20001,936,1,0,1,7,2,1.91,0
179,3228,1655,0,1,1,17,5,0.06,0
18923,455,3522,1,0,0,9,0,41.59,0
14345,31229,3538,1,0,1,12,5,0.46,0
38107,6033,3964,0,0,0,11,0,6.32,0
28296,41125,3249,1,1,1,9,2,0.69,0
32956,49192,3678,1,1,1,10,0,0.67,0
17012,37338,746,1,0,1,11,4,0.46,0
4436,47800,2329,1,0,0,13,1,0.09,0
13846,41397,4368,1,0,1,11,3,0.33,0
21746,49815,473,1,0,1,15,1,0.44,0
37828,6947,4475,1,0,0,13,4,5.45,0
4896,6165,2206,1,1,1,5,5,0.79,0
19208,16281,2707,1,0,1,12,1,1.18,0
3674,43940,4229,1,1,0,6,1,0.08,0
24758,10687,2105,1,0,0,11,0,2.32,0
45867,6067,3594,0,1,1,13,2,7.56,0
12803,13599,2326,0,0,1,14,4,0.94,0
48500,4991,464,1,0,0,6,2,9.72,0
25927,30106,590,1,1,1,14,1,0.86,0
35426,49307,1124,1,1,0,6,3,0.72,0
26799,16990,313,0,1,1,7,1,1.58,0
21171,24388,3911,0,1,1,7,5,0.87,0
24418,29475,1503,0,0,1,20,0,0.83,0
3153,24339,3451,1,1,1,5,2,0.13,0
27447,42748,2784,1,0,0,13,5,0.64,0
10428,20756,2575,0,0,1,18,5,0.5,0
18331,40620,2878,0,1,0,9,0,0.45,0
3311,8456,140,0,1,0,16,4,0.39,0
4002,43878,90,1,1,0,12,2,0.09,0
33460,18968,3399,1,0,1,13,5,1.76,0
37807,4297,3049,1,0,1,6,5,8.8,0
43545,15571,764,0,1,0,16,1,2.8,0
46586,23071,4118,0,0,0,15,5,2.02,0
8445,32289,1390,1,0,1,12,4,0.26,0
36427,10284,1732,1,1,1,15,2,3.54,0
8977,42062,1848,0,1,1,6,0,0.21,0
1349,17357,429,1,1,0,12,5,0.08,0
9760,37204,387,0,1,1,6,4,0.26,0
11011,24467,556,0,1,1,20,4,0.45,0
31034,2610,4349,1,1,1,11,4,11.89,0
12278,33546,2676,0,1,0,11,4,0.37,0
28694,19985,3822,0,1,1,12,2,1.44,0
31257,11742,3528,0,1,1,14,1,2.66,0
46320,45749,2199,1,0,0,5,4,1.01,0
49358,17136,1519,1,1,1,15,4,2.88,0
47579,37352,3454,0,1,0,17,3,1.27,0
6826,24433,1299,0,0,0,18,5,0.28,0
7605,16321,2639,0,1,0,13,0,0.47,0
9270,28705,1519,0,1,0,15,3,0.32,0
27209,36903,4403,0,0,0,16,5,0.74,0
7303,26330,3439,0,0,0,9,3,0.28,0
24884,20452,1868,1,1,1,20,2,1.22,0
9909,6219,2222,1,0,0,8,5,1.59,0
12092,47713,2789,1,0,0,19,2,0.25,0
8859,4712,4558,1,1,0,12,1,1.88,0
48931,11995,3893,1,1,1,13,3,4.08,0
2611,23156,1918,0,0,1,18,1,0.11,0
42418,37317,3211,1,1,0,15,2,1.14,0
20863,7881,4260,0,0,1,8,4,2.65,0
527,17666,2654,1,0,0,10,0,0.03,0
28500,39342,1784,1,1,1,14,2,0.72,0
44859,378,2610,0,1,0,14,0,118.67,0
40106,28421,3057,1,0,1,19,5,1.41,0
32334,25561,2154,1,1,1,14,0,1.26,0
198,44525,1172,1,1,0,13,3,0.0,0
36697,45400,4732,1,1,0,8,4,0.81,0
2040,13040,2077,0,0,0,7,5,0.16,0
16060,43691,35,1,0,1,10,4,0.37,0
16413,17530,2631,0,1,0,10,0,0.94,0
19357,30535,1204,0,0,1,9,1,0.63,0
6124,6414,26,0,1,1,19,4,0.95,0
31264,6019,1116,0,1,0,19,5,5.19,0
1873,21956,4060,1,0,0,19,3,0.09,0
23080,23959,2310,0,0,0,18,5,0.96,0
12620,5035,4468,0,1,1,17,3,2.51,0
32094,20045,378,1,0,1,9,3,1.6,0
19587,16145,1412,1,0,0,9,1,1.21,0
26441,2744,1570,0,0,0,14,1,9.64,0
36067,14211,1979,0,0,0,10,3,2.54,0
16148,41897,2998,1,0,0,17,1,0.39,0
22131,2084,4558,1,0,0,7,1,10.62,0
36383,44312,1729,0,1,0,6,4,0.82,0
6605,7887,725,1,0,0,18,0,0.84,0
46721,19517,257,1,1,0,14,4,2.39,0
7947,12292,1996,0,0,1,9,1,0.65,0
29469,4723,806,1,1,0,9,0,6.24,0
20700,3816,2752,0,1,1,8,1,5.42,0
4260,14350,4411,1,0,0,12,4,0.3,0
5411,32286,4663,1,1,0,11,2,0.17,0
44322,7863,1965,0,0,1,18,0,5.64,0
27847,15902,24,0,1,0,8,4,1.75,0
13489,22633,4104,0,1,1,7,4,0.6,0
45705,45911,4654,1,1,1,17,1,1.0,0
39870,21478,3511,0,0,0,9,2,1.86,0
5580,10339,1654,1,0,0,5,3,0.54,0
23262,2536,1133,0,1,0,9,5,9.17,0
48516,40659,1475,1,0,1,9,0,1.19,0
18451,36717,2790,1,1,0,13,1,0.5,0
11234,264,2629,1,1,1,10,4,42.55,0
6922,14963,3732,0,0,1,17,4,0.46,0
7225,6275,3871,0,0,0,16,4,1.15,0
12322,14415,4495,1,0,0,15,3,0.85,0
47359,27588,2202,1,0,0,15,3,1.72,0
49009,10540,888,0,0,0,12,0,4.65,0
8109,8076,2605,0,0,0,6,3,1.0,0
32423,9935,847,1,1,0,11,5,3.26,0
36963,27816,4386,1,0,0,19,0,1.33,0
46419,30852,4464,1,1,0,12,3,1.5,0
47246,4862,1824,0,0,0,12,5,9.72,0
3292,2867,3335,0,0,0,20,2,1.15,0
27408,9189,2047,0,1,1,16,5,2.98,0
17074,22474,3607,0,1,0,5,1,0.76,0
30321,41055,2215,0,0,0,11,2,0.74,0
22242,39964,4152,0,1,0,16,4,0.56,0
6335,28560,2834,1,0,1,20,2,0.22,0
20122,45404,1242,0,1,0,18,5,0.44,0
42871,6393,59,0,1,1,5,3,6.71,0
3095,18429,2808,1,0,0,6,5,0.17,0
33709,32436,493,0,0,0,16,5,1.04,0
11880,38466,1196,0,1,1,6,5,0.31,0
16989,22591,4301,0,1,0,7,1,0.75,0
49885,1335,4625,1,0,1,11,2,37.37,0
49114,3524,3408,1,0,1,7,5,13.94,0
38395,45776,3210,1,1,1,20,3,0.84,0
33272,5923,418,0,1,1,9,4,5.62,0
1841,44910,1511,0,1,0,14,2,0.04,0
31997,20645,4971,0,0,0,10,2,1.55,0
40217,39359,1727,0,1,0,9,1,1.02,0
34978,25816,863,1,1,1,12,0,1.35,0
22313,9638,723,1,1,1,18,1,2.32,0
20816,44045,3874,1,0,1,6,2,0.47,0
49510,44737,1500,1,0,1,10,4,1.11,0
30105,47491,584,0,0,1,10,3,0.63,0
7345,14235,1686,1,1,0,19,4,0.52,0
49883,45239,3126,0,0,1,10,2,1.1,0
12814,21821,3775,0,0,0,14,1,0.59,0
11591,19314,3896,1,1,0,17,1,0.6,0
29143,41730,24,0,1,1,13,1,0.7,0
10256,40677,3168,1,0,1,9,2,0.25,0
43219,30002,1827,0,1,0,18,4,1.44,0
28835,22049,788,1,0,0,20,3,1.31,0
28551,24936,189,0,1,1,7,1,1.14,0
28918,28259,4236,1,1,1,19,2,1.02,0
30317,5869,4651,0,0,0,10,2,5.17,0
6877,32381,4200,0,1,1,13,1,0.21,0
42697,27495,4478,1,1,0,5,1,1.55,0
15161,11680,2328,0,1,0,18,1,1.3,0
2561,39917,3674,1,0,1,5,0,0.06,0
36976,40299,1338,0,0,1,8,2,0.92,0
29606,12045,2084,0,1,0,11,3,2.46,0
977,645,4548,0,0,1,11,2,1.51,0
47538,4057,2887,1,1,0,7,2,11.72,0
30188,5404,489,0,1,0,16,3,5.59,0
15538,11867,1513,1,0,1,9,1,1.31,0
3458,5184,3552,1,0,0,16,0,0.67,0
41859,7086,1788,0,0,0,7,0,5.91,0
37904,16821,2090,1,0,1,8,1,2.25,0
27497,35930,229,1,1,1,7,2,0.77,0
25176,34451,4079,1,1,0,6,3,0.73,0
36977,24197,328,1,0,1,17,0,1.53,0
13539,7580,1081,1,1,1,12,5,1.79,0
45054,10483,2803,0,0,0,5,0,4.3,0
21939,42906,2305,0,1,1,5,2,0.51,0
7119,826,2626,0,1,0,14,2,8.62,0
2360,18169,1610,1,1,1,12,3,0.13,0
37401,26348,180,1,0,0,16,2,1.42,0
32146,14355,2165,1,0,1,15,4,2.24,0
12946,27794,3447,0,1,1,17,5,0.47,0
20420,20132,2951,0,1,1,14,1,1.01,0
7336,6371,3857,1,1,1,5,0,1.15,0
35981,34888,4638,1,1,1,14,0,1.03,0
44653,35852,4996,0,1,1,8,1,1.25,0
39740,31466,1431,1,0,1,16,3,1.26,0
20396,38828,3299,1,0,1,8,3,0.53,0
47410,44599,4864,1,1,0,11,3,1.06,0
20624,20322,3641,0,0,1,14,5,1.01,0
30498,5928,4440,1,0,1,9,1,5.14,0
17923,47725,668,1,1,0,9,2,0.38,0
27644,46111,3175,1,1,1,13,3,0.6,0
45367,4273,3318,0,1,0,20,3,10.62,0
3645,33453,3214,1,1,1,16,1,0.11,0
14995,18032,4312,1,1,0,16,1,0.83,0
22517,42379,253,1,1,1,20,3,0.53,0
46881,37294,4524,0,1,1,6,0,1.26,0
22281,26694,4423,0,0,1,15,4,0.83,0
32879,11265,748,1,1,0,11,2,2.92,0
45134,38084,3025,0,0,1,16,2,1.19,0
30417,36673,2630,1,1,1,20,2,0.83,0
27952,23624,2235,0,0,1,20,5,1.18,0
44482,25541,190,0,0,1,12,0,1.74,0
40379,20366,2171,1,0,1,14,0,1.98,0
25211,48275,2429,0,0,1,20,5,0.52,0
48796,38577,4481,1,0,0,12,4,1.26,0
37746,24489,3185,1,1,1,15,1,1.54,0
